X,Y,fid,OBJECTID,CIMMYTMA,Geography,coll_collNumb,B_,B__seeds,ddPCR,acceName,geo_latitude,geo_longitude,geo_elevation,Adaptation_Zone,icon_url
-74.4999999999999,4.96666667000005,"299","299",3226,Colombia,MEJORES VARIEDADES AMAR.,0,0,,MEJORES VARIEDADES AMAR.,4.96666667,-74.5,1298,"Temperate, no dry season, warm summer ",./1.png
-74.4999999999999,4.96666667000005,"300","300",3227,Colombia,MEJORES VARIEDADES BLANCA,0,0,,MEJORES VARIEDADES BLANCA,4.96666667,-74.5,1298,"Temperate, no dry season, warm summer ",./1.png
-84.16666667,9.80000000000007,"301","301",3282,Costa Rica,CRIC 34,0,0,,CRIOLLO AMARILLO,9.8,-84.16666667,1143,"Tropical, monsoon",./1.png
-84.16666667,9.80000000000007,"302","302",3283,Costa Rica,CRIC 36,0,0,,CRIOLLO,9.8,-84.16666667,1143,"Tropical, monsoon",./1.png
-83.720604,9.37417400000004,"303","303",3302,Costa Rica,CRIC 68,0,0,,CANERO,9.374174,-83.720604,725,"Tropical, monsoon",./1.png
-83.7642299999999,9.39103000000006,"304","304",3303,Costa Rica,CRIC 70,0,0,,CANERO,9.39103,-83.76423,808,"Tropical, monsoon",./1.png
-83.99449,9.95430600000003,"305","305",3304,Costa Rica,CRIC 72,0,0,,SANTA-ANILLA,9.954306,-83.99449,1468,"Tropical, rainforest",./1.png
-84.265743,10.44895,"306","306",3315,Costa Rica,CRIC 85,0,0,,BLANCO CRIOLLO,10.44895,-84.265743,177,"Tropical, rainforest",./1.png
-84.265743,10.44895,"307","307",3320,Costa Rica,CRIC 89,0,0,,MAICENA,10.44895,-84.265743,177,"Tropical, rainforest",./1.png
-84.273896,10.353732,"308","308",3321,Costa Rica,CRIC 91,0,0,,,10.353732,-84.273896,431,,./1.png
-85.009845,10.885181,"309","309",3361,Costa Rica,CRIC 141,0,0,,MAIZ BLANCO,10.885181,-85.009845,50,"Tropical, monsoon",./1.png
-85.006386,10.911503,"310","310",3364,Costa Rica,CRIC 144,0,0,,AMARILLO,10.911503,-85.006386,45,"Tropical, monsoon",./1.png
-84.952374,10.432058,"311","311",3404,Costa Rica,CRIC 196,0,0,,TUZA MORADA BLANCO,10.432058,-84.952374,696,"Tropical, monsoon",./1.png
-85.5744559999999,10.5210240000001,"312","312",3437,Costa Rica,CRIC 239,0,0,,AMARILLO,10.521024,-85.574456,26,"Tropical, savannah",./1.png
-85.45,10.11666667,"313","313",3456,Costa Rica,CRIC 262,0,0,,AMARILLO,10.11666667,-85.45,142,"Tropical, savannah",./1.png
-85.463114,10.031467,"314","314",3468,Costa Rica,CRIC 277,0,0,,MAICENA,10.031467,-85.463114,238,"Tropical, savannah",./1.png
-85.463114,10.031467,"315","315",3469,Costa Rica,CRIC 278,0,0,,PUJAGUA,10.031467,-85.463114,238,"Tropical, savannah",./1.png
-85.460772,10.032973,"316","316",3471,Costa Rica,CRIC 281,0,0,,MAICENA,10.032973,-85.460772,201,"Tropical, savannah",./1.png
-85.463114,10.031467,"317","317",3473,Costa Rica,CRIC 283,0,0,,TUZA MORADA,10.031467,-85.463114,238,"Tropical, savannah",./1.png
-82.9077589999999,8.82033600000005,"318","318",3495,Costa Rica,CRIC 311,0,0,,BLANCO,8.820336,-82.907759,914,"Tropical, rainforest",./1.png
-83.30636,8.52108400000003,"319","319",3499,Costa Rica,CRIC 316,0,0,,BLANCO,8.521084,-83.30636,10,"Tropical, rainforest",./1.png
-83.335972,8.51525500000002,"320","320",3501,Costa Rica,CRIC 318,0,0,,BLANCO,8.515255,-83.335972,23,"Tropical, rainforest",./1.png
-84.3,9.83333333000007,"321","321",3505,Costa Rica,CRIC 323,0,0,,AMARILLO,9.83333333,-84.3,964,"Tropical, monsoon",./1.png
-84.2927779999999,9.83275100000003,"322","322",3509,Costa Rica,CRIC 327,0,0,,MAICENA AMARILLO,9.832751,-84.292778,865,"Tropical, monsoon",./1.png
-84.307968,9.83466600000003,"323","323",3510,Costa Rica,CRIC 328,0,0,,BLANCO,9.834666,-84.307968,1083,"Tropical, monsoon",./1.png
-84.307968,9.83466600000003,"324","324",3511,Costa Rica,CRIC 330,0,0,,AMARILLO,9.834666,-84.307968,1083,"Tropical, monsoon",./1.png
-84.3,9.83333333000007,"325","325",3512,Costa Rica,CRIC 331,0,0,,TUZA MORADA,9.83333333,-84.3,964,"Tropical, monsoon",./1.png
-85.473735,10.065598,"326","326",3532,Costa Rica,CRIC 357,0,0,,MAICENA,10.065598,-85.473735,170,"Tropical, savannah",./1.png
-85.473735,10.065598,"327","327",3534,Costa Rica,CRIC 359,0,0,,MAICENA,10.065598,-85.473735,170,"Tropical, savannah",./1.png
-85.473735,10.065598,"328","328",3535,Costa Rica,CRIC 360,0,0,,MAICENA,10.065598,-85.473735,170,"Tropical, savannah",./1.png
-85.426052,10.0582220000001,"329","329",3555,Costa Rica,CRIC 384,0,0,,MAICENA,10.058222,-85.426052,354,"Tropical, savannah",./1.png
-85.507987,10.1127270000001,"330","330",3563,Costa Rica,CRIC 393,0,0,,AMARILLO,10.112727,-85.507987,200,"Tropical, savannah",./1.png
-85.4767909999999,10.1884920000001,"331","331",3566,Costa Rica,CRIC 396,0,0,,TUZA MORADA,10.188492,-85.476791,157,"Tropical, savannah",./1.png
-85.4460789999999,10.2721100000001,"332","332",3577,Costa Rica,CRIC 409,0,0,,AMARILLO,10.27211,-85.446079,20,"Tropical, savannah",./1.png
-85.4460789999999,10.2721100000001,"333","333",3578,Costa Rica,CRIC 410,0,0,,AMARILLO,10.27211,-85.446079,20,"Tropical, savannah",./1.png
-85.34835,10.3079440000001,"334","334",3583,Costa Rica,CRIC 415,0,0,,AMARILLO,10.307944,-85.34835,23,"Tropical, savannah",./1.png
-85.34835,10.3079440000001,"335","335",3584,Costa Rica,CRIC 416,0,0,,,10.307944,-85.34835,23,,./1.png
-87.02708,14.6380330000001,"336","336",3686,Honduras,HOND 98,0,0,,MALACO,14.638033,-87.02708,717,"Tropical, savannah",./1.png
-86.738597,14.5968310000001,"337","337",3693,Honduras,HOND 106,0,0,,LIBERAL,14.596831,-86.738597,903,"Tropical, savannah",./1.png
-81.08982,8.55498200000005,"338","338",3756,Panama,PANA 28,0,0,,AMARILLO,8.554982,-81.08982,681,"Tropical, rainforest",./1.png
-81.138425,8.07254000000006,"339","339",3773,Panama,PANA 48,0,0,,AMARILLO,8.07254,-81.138425,40,"Tropical, monsoon",./1.png
-81.18333333,8.13333333000003,"340","340",3774,Panama,PANA 50,0,0,,AMARILLO,8.13333333,-81.18333333,151,"Tropical, monsoon",./1.png
-81.18333333,8.13333333000003,"341","341",3775,Panama,PANA 51,0,0,,MAIZ DEL PAIS,8.13333333,-81.18333333,151,"Tropical, monsoon",./1.png
-81.18333333,8.13333333000003,"342","342",3776,Panama,PANA 52,0,0,,AMARILLO,8.13333333,-81.18333333,151,"Tropical, monsoon",./1.png
-80.692968,8.17682700000006,"343","343",3778,Panama,PANA 55,0,0,,CALILLO,8.176827,-80.692968,54,"Tropical, savannah",./1.png
-82.7941959999999,8.48625400000003,"344","344",3787,Panama,PANA 75,0,0,,CRIOLLO,8.486254,-82.794196,74,"Tropical, monsoon",./1.png
-82.7166666699999,8.58333333000007,"345","345",3791,Panama,PANA 79,0,0,,AMARILLO CRIOLLO,8.58333333,-82.71666667,439,"Tropical, rainforest",./1.png
-79.1,9.16666667000004,"346","346",3829,Panama,PANA 142,0,0,,AMARILLO,9.16666667,-79.1,22,"Tropical, monsoon",./1.png
-79.1,9.16666667000004,"347","347",3830,Panama,PANA 143,0,0,,AMARILLO,9.16666667,-79.1,22,"Tropical, monsoon",./1.png
-79.1,9.16666667000004,"348","348",3831,Panama,PANA 145,0,0,,AMARILLO,9.16666667,-79.1,22,"Tropical, monsoon",./1.png
-79.8799999999999,8.75000000000006,"349","349",3835,Panama,PANA 151,0,0,,POLLITO O CALILLA,8.75,-79.88,125,"Tropical, monsoon",./1.png
-81.7018419999999,8.29522600000007,"350","350",3842,Panama,PANA 159,0,0,,,8.295226,-81.701842,469,"Tropical, monsoon",./1.png
-81.666375,8.24615200000005,"351","351",3844,Panama,PANA 164,0,0,,BLANCO,8.246152,-81.666375,337,"Tropical, monsoon",./1.png
-81.666375,8.24615200000005,"352","352",3845,Panama,PANA 165,0,0,,BLANCO,8.246152,-81.666375,337,"Tropical, monsoon",./1.png
-81.666375,8.24615200000005,"353","353",3847,Panama,PANA 167,0,0,,DIVISA,8.246152,-81.666375,337,"Tropical, monsoon",./1.png
-81.681302,8.20685800000007,"354","354",3849,Panama,PANA 171,0,0,,CAMARON,8.206858,-81.681302,380,"Tropical, monsoon",./1.png
-61.863623,17.075183,"355","355",3857,Antigua and Barbuda,ANTI 1,0,0,,CREOLE CORN,17.075183,-61.863623,8,"Tropical, savannah",./1.png
-61.7097879999999,17.082503,"356","356",3858,Antigua and Barbuda,ANTI 3,0,0,,INDIAN CORN,17.082503,-61.709788,27,"Tropical, savannah",./1.png
-61.6799999999999,17.0500000000001,"357","357",3859,Antigua and Barbuda,ANTI 5,0,0,,LOCAL CORN,17.05,-61.68,37,"Tropical, savannah",./1.png
-59.56246,13.236858,"358","358",3862,Barbados,BARB 7,0,0,,LOCAL INDIAN CORN,13.236858,-59.56246,18,"Tropical, savannah",./1.png
-76.95,20.9666666700001,"359","359",3867,Cuba,CUBA 73,0,0,,TAYUYO ESPECIAL,20.96666667,-76.95,89,"Tropical, savannah",./1.png
-61.482804,16.2147840000001,"360","360",3887,Guadeloupe,GUAD 10,0,0,,PETIT BATON,16.214784,-61.482804,8,"Tropical, monsoon",./1.png
-73.800134,18.2860440000001,"361","361",3907,Haiti,HAIT 44,0,0,,BLANCO,18.286044,-73.800134,83,"Tropical, rainforest",./1.png
-61.2211839999999,13.1618530000001,"362","362",3980,St. Vincent and Grenadines,SVIN 4,0,0,,CORN,13.161853,-61.221184,89,"Tropical, rainforest",./1.png
nan,nan,"363","363",4035,United States,HAWAII H 68,0,0,,HAWAII H 68,,,,,./1.png
-98.876608,19.4924150000001,"364","364",4063,Mexico,CHALQUENO OPAQUE 2 FLOURY,0,0,,CHALQUENO OPAQUE 2 FLOURY,19.492415,-98.876608,2260,"Temperate, dry winter, warm summer    ",./1.png
-36.4999999999999,-8.88333332999997,"365","365",4082,Brazil,BRAZ 232,0,0,,,-8.88333333,-36.5,864,"Tropical, savannah",./1.png
-51.86666667,-23.9166666699999,"366","366",4107,Brazil,BRAZ 3,0,0,,,-23.91666667,-51.86666667,319,"Temperate, no dry season, hot summer  ",./1.png
-46.6333329999999,-23.55,"367","367",4108,Brazil,BRAZ 31,0,0,,,-23.55,-46.633333,770,"Temperate, no dry season, warm summer ",./1.png
-46.6333329999999,-23.55,"368","368",4109,Brazil,BRAZ 32,0,0,,,-23.55,-46.633333,770,"Temperate, no dry season, warm summer ",./1.png
-54.166667,-29.333333,"369","369",4110,Brazil,BRAZ 37,0,0,,,-29.333333,-54.166667,224,"Temperate, no dry season, hot summer  ",./1.png
-47.372385,-22.69924,"370","370",4117,Brazil,BRAZ 2264,0,0,,DENTE CABALO,-22.69924,-47.372385,544,"Temperate, no dry season, hot summer  ",./1.png
-45.63333333,-23.08333333,"371","371",4120,Brazil,BRAZ 426,0,0,,PALHA ROXA,-23.08333333,-45.63333333,647,"Temperate, no dry season, hot summer  ",./1.png
-56.408868,-25.4538239999999,"372","372",4133,Paraguay,PARA 136,0,0,,AVATI-TUPI,-25.453824,-56.408868,185,"Temperate, no dry season, hot summer  ",./1.png
-56.408868,-25.4538239999999,"373","373",4135,Paraguay,PARA 138,0,0,,AVATI-TUPI-PIRE JHU,-25.453824,-56.408868,185,"Temperate, no dry season, hot summer  ",./1.png
-47.5333333299999,-23.0333333299999,"374","374",4210,Brazil,BRAZ 389,0,0,,AMARELAO,-23.03333333,-47.53333333,599,"Temperate, no dry season, hot summer  ",./1.png
-51.483333,-21.533333,"375","375",4211,Brazil,BRAZ 398,0,0,,ARGENTINO,-21.533333,-51.483333,373,"Tropical, savannah",./1.png
-49.519177,-23.397216,"376","376",4217,Brazil,BRAZ 415,0,0,,AMARELAO,-23.397216,-49.519177,534,"Temperate, no dry season, hot summer  ",./1.png
-65.83333333,-26.05,"377","377",4232,Argentina,ARGE 474,0,0,,CALCHAQUI,-26.05,-65.83333333,1700,"Arid, desert, cold                    ",./1.png
-57.465967,-33.931798,"378","378",4269,Uruguay,URUG 626,0,0,,COLORADO,-33.931798,-57.465967,129,"Temperate, no dry season, hot summer  ",./1.png
-57.85,-34.35,"379","379",4303,Uruguay,URUG 727,0,0,,CUARENTON,-34.35,-57.85,34,"Temperate, no dry season, hot summer  ",./1.png
-52.365913,4.74677000000003,"380","380",4320,French Guiana,FRGU 784,0,0,,,4.74677,-52.365913,28,"Tropical, rainforest",./1.png
-55.32512,5.45646600000003,"381","381",4330,Suriname,SURI 804,0,0,,,5.456466,-55.32512,11,"Tropical, rainforest",./1.png
-57.4517789999999,6.25352500000002,"382","382",4334,Guyana,GUYA 808,0,0,,,6.253525,-57.451779,3,"Tropical, rainforest",./1.png
-53.3833329999999,-29.8166669999999,"383","383",4562,Brazil,BRAZ 1209,0,0,,DENTE CAO,-29.816667,-53.383333,75,"Temperate, no dry season, hot summer  ",./1.png
-54.409057,-28.2909319999999,"384","384",4685,Brazil,BRAZ 1529,0,0,,FERRO,-28.290932,-54.409057,245,"Temperate, no dry season, hot summer  ",./1.png
-52.035719,-28.7496629999999,"385","385",4699,Brazil,BRAZ 1543,0,0,,QUARENTAO PAUL,-28.749663,-52.035719,522,"Temperate, no dry season, hot summer  ",./1.png
-54.166667,-29.333333,"386","386",4701,Brazil,BRAZ 1546,0,0,,VERMELHO DURO,-29.333333,-54.166667,305,"Temperate, no dry season, hot summer  ",./1.png
-53.849834,-28.461223,"387","387",4703,Brazil,BRAZ 1548,0,0,,FERRO,-28.461223,-53.849834,400,"Temperate, no dry season, hot summer  ",./1.png
-53.96135,-27.9431,"388","388",4705,Brazil,BRAZ 1550,0,0,,FERRO,-27.9431,-53.96135,414,"Temperate, no dry season, hot summer  ",./1.png
-53.68333333,-29.2333333299999,"389","389",4707,Brazil,BRAZ 1552,0,0,,ASSIS BRAZIL,-29.23333333,-53.68333333,491,"Temperate, no dry season, hot summer  ",./1.png
-54.16666667,-29.33333333,"390","390",4710,Brazil,BRAZ 1556,0,0,,,-29.33333333,-54.16666667,322,"Temperate, no dry season, hot summer  ",./1.png
-54.33333333,-28.0333333299999,"391","391",4712,Brazil,BRAZ 1558,0,0,,AMARELO DURO,-28.03333333,-54.33333333,418,"Temperate, no dry season, hot summer  ",./1.png
-51.127617,-20.62891,"392","392",4763,Brazil,BRAZ 1741,0,0,,HIBRIDO,-20.62891,-51.127617,353,"Tropical, savannah",./1.png
-51.127617,-20.62891,"393","393",4765,Brazil,BRAZ 1745,0,0,,CATETO,-20.62891,-51.127617,353,"Tropical, savannah",./1.png
-51.127617,-20.62891,"394","394",4767,Brazil,BRAZ 1747,0,0,,CATETO,-20.62891,-51.127617,353,"Tropical, savannah",./1.png
-44.945119,-22.5469649999999,"395","395",4770,Brazil,BRAZ 1751,0,0,,CATETO,-22.546965,-44.945119,572,"Temperate, dry winter, warm summer    ",./1.png
-46.13333333,-23.58333333,"396","396",4774,Brazil,BRAZ 1757,0,0,,CRISTAL,-23.58333333,-46.13333333,783,"Temperate, no dry season, warm summer ",./1.png
-45.0166666699999,-22.6666666699999,"397","397",4783,Brazil,BRAZ 1771,0,0,,CATETO,-22.66666667,-45.01666667,530,"Tropical, savannah",./1.png
-48.120459,-22.305042,"398","398",4795,Brazil,BRAZ 1813,0,0,,CATETO,-22.305042,-48.120459,656,"Temperate, no dry season, hot summer  ",./1.png
-51.83333333,-21.86666667,"399","399",4798,Brazil,BRAZ 1816,0,0,,AMARELINHO,-21.86666667,-51.83333333,426,"Tropical, savannah",./1.png
-47.938621,-22.543989,"400","400",4837,Brazil,BRAZ 1879,0,0,,CATETO P. BRANCA,-22.543989,-47.938621,629,"Temperate, no dry season, hot summer  ",./1.png
-49.519177,-23.397216,"401","401",4865,Brazil,BRAZ 1911,0,0,,HIBRIDO,-23.397216,-49.519177,534,"Temperate, no dry season, hot summer  ",./1.png
-48.9338509999999,-20.513843,"402","402",4866,Brazil,BRAZ 1912,0,0,,CATETINHO,-20.513843,-48.933851,461,"Tropical, savannah",./1.png
-48.022032,-23.553734,"403","403",4868,Brazil,BRAZ 1915,0,0,,HIBRIDO 2 GER.,-23.553734,-48.022032,665,"Temperate, no dry season, hot summer  ",./1.png
-46.2333333299999,-23.31666667,"404","404",4869,Brazil,BRAZ 1916,0,0,,CATETO,-23.31666667,-46.23333333,701,"Temperate, no dry season, hot summer  ",./1.png
-49.41666667,-22.4,"405","405",4879,Brazil,BRAZ 1927,0,0,,CATETO,-22.4,-49.41666667,520,"Tropical, savannah",./1.png
-49.41666667,-22.4,"406","406",4880,Brazil,BRAZ 1928,0,0,,CATETO,-22.4,-49.41666667,520,"Tropical, savannah",./1.png
-50.83333333,-21.7833333299999,"407","407",4894,Brazil,BRAZ 1957,0,0,,CAIANO,-21.78333333,-50.83333333,455,"Tropical, savannah",./1.png
-47.828864,-23.376883,"408","408",4922,Brazil,BRAZ 2026,0,0,,CATETO VERMELHO,-23.376883,-47.828864,579,"Temperate, no dry season, hot summer  ",./1.png
-48.9999999999999,-22.4666666699999,"409","409",4974,Brazil,BRAZ 2126,0,0,,CATETO,-22.46666667,-49,635,"Tropical, savannah",./1.png
-50.280075,-21.30562,"410","410",4976,Brazil,BRAZ 2132,0,0,,CATETO,-21.30562,-50.280075,392,"Tropical, savannah",./1.png
-48.4014109999999,-22.35549,"411","411",5007,Brazil,BRAZ 2173,0,0,,CATETO,-22.35549,-48.401411,704,"Temperate, no dry season, hot summer  ",./1.png
-46.63333333,-23.55,"412","412",5009,Brazil,BRAZ 2189,0,0,,CATETO,-23.55,-46.63333333,771,"Temperate, no dry season, warm summer ",./1.png
-50.4999999999999,-21.93333333,"413","413",5015,Brazil,BRAZ 2204,0,0,,HIBRIDO,-21.93333333,-50.5,499,"Tropical, savannah",./1.png
-50.4999999999999,-21.93333333,"414","414",5017,Brazil,BRAZ 2207,0,0,,CATETO,-21.93333333,-50.5,499,"Tropical, savannah",./1.png
-45.88333333,-23.18333333,"415","415",5031,Brazil,BRAZ 2246,0,0,,MEST. DENT. CAV.,-23.18333333,-45.88333333,594,"Temperate, no dry season, hot summer  ",./1.png
-46.6333329999999,-23.55,"416","416",5049,Brazil,BRAZ 2274,0,0,,,-23.55,-46.633333,773,"Temperate, no dry season, warm summer ",./1.png
-46.13333333,-23.58333333,"417","417",5068,Brazil,BRAZ 2334,0,0,,,-23.58333333,-46.13333333,783,"Temperate, no dry season, warm summer ",./1.png
-44.266667,-21.15,"418","418",5137,Brazil,BRAZ 2485,0,0,,CATETE VERMELHO,-21.15,-44.266667,952,"Temperate, dry winter, hot summer     ",./1.png
-42.7108679999999,-20.7022679999999,"419","419",5143,Brazil,BRAZ 2491,0,0,,PALHO ROXO,-20.702268,-42.710868,721,"Temperate, dry winter, hot summer     ",./1.png
-45.3833329999999,-22.3,"420","420",5149,Brazil,BRAZ 2503,0,0,,CATETE,-22.3,-45.383333,1283,"Temperate, dry winter, hot summer     ",./1.png
-89.939202,14.559174,"421","421",5189,Guatemala,GUAT 126,0,0,,SABANA BLANCO,14.559174,-89.939202,1170,"Tropical, savannah",./1.png
-89.366433,14.6120720000001,"422","422",5215,Guatemala,GUAT 215,0,0,,AMARILLO,14.612072,-89.366433,1261,"Tropical, savannah",./1.png
-89.6241869999999,14.6119800000001,"423","423",5234,Guatemala,GUAT 268,0,0,,ARRIQUIN CHICO,14.61198,-89.624187,852,"Tropical, savannah",./1.png
-90.315926,15.122414,"424","424",5295,Guatemala,GUAT 659,0,0,,BLANCO,15.122414,-90.315926,966,"Temperate, no dry season, warm summer ",./1.png
-76.2499999999999,20.9,"425","425",5392,Cuba,CUBA 52,0,0,,,20.9,-76.25,150,"Tropical, savannah",./1.png
-100.618196,17.208445,"426","426",5461,Mexico,GUER 186,0,0,,ZAPALOTE,17.208445,-100.618196,33,"Tropical, savannah",./1.png
-96.964079,20.335333,"427","427",5486,Mexico,VERA 23,0,0,,BLANCO ANCHO,20.335333,-96.964079,42,"Tropical, rainforest",./1.png
-96.708139,19.855393,"428","428",5492,Mexico,VERA 117,0,0,,CRIOLLO,19.855393,-96.708139,372,"Temperate, no dry season, warm summer ",./1.png
-49.0056509999999,-28.515684,"429","429",5493,Brazil,BRAZ 1658,0,0,,AMARELAO,-28.515684,-49.005651,2,"Temperate, no dry season, hot summer  ",./1.png
-89.732539,20.4854330000001,"430","430",5499,Mexico,YUCA 36,0,0,,KAY-TEL,20.485433,-89.732539,45,"Tropical, savannah",./1.png
-47.1589999999999,-21.085,"431","431",5522,Brazil,BRAZ 1786,0,0,,VELOZ,-21.085,-47.159,787,"Tropical, savannah",./1.png
-48.766667,-21.583333,"432","432",5527,Brazil,BRAZ 1792,0,0,,CATETO,-21.583333,-48.766667,552,"Tropical, savannah",./1.png
-46.93333333,-22.4499999999999,"433","433",5544,Brazil,BRAZ 2087,0,0,,CATETO,-22.45,-46.93333333,626,"Temperate, dry winter, hot summer     ",./1.png
34.699283,31.67416,"434","434",5556,Israel,ISRA 2,0,0,,,31.67416,34.699283,64,"Temperate, dry summer, hot summer     ",./1.png
-101.4833333,19.3333333300001,"435","435",5575,Mexico,MICH 312,0,0,,PINTO,19.33333333,-101.4833333,2339,"Tropical, savannah",./1.png
-52.271034,-28.6846619999999,"436","436",5804,Brazil,BRAZ 1544,0,0,,AMARELO DURO,-28.684662,-52.271034,736,"Temperate, no dry season, hot summer  ",./1.png
-52.7715709999999,-28.2518019999999,"437","437",5806,Brazil,BRAZ 1560,0,0,,FERRO,-28.251802,-52.771571,562,"Temperate, no dry season, hot summer  ",./1.png
-52.694832,5.15951700000005,"438","438",5873,French Guiana,FRGU 793,0,0,,,5.159517,-52.694832,9,"Tropical, monsoon",./1.png
-51.4833333299999,-20.86666667,"439","439",6006,Brazil,BRAZ 1950,0,0,,CATETINHO,-20.86666667,-51.48333333,380,"Tropical, savannah",./1.png
-96.072619,17.054241,"440","440",6060,Mexico,OAXA 305,0,0,,NEGRO,17.054241,-96.072619,1987,"Temperate, dry winter, warm summer    ",./1.png
-51.127617,-20.62891,"441","441",6146,Brazil,BRAZ 1744,0,0,,CATENTINHO,-20.62891,-51.127617,353,"Tropical, savannah",./1.png
-51.127617,-20.62891,"442","442",6149,Brazil,BRAZ 1760,0,0,,HIBRIDO,-20.62891,-51.127617,353,"Tropical, savannah",./1.png
nan,nan,"443","443",6609,Uruguay,URUG 1114,0,0,,PISINGALLO,,,,,./1.png
-45.9666666699999,-23.31666667,"444","444",6663,Brazil,BRAZ 1836,0,0,,HIBRIDO,-23.31666667,-45.96666667,574,"Temperate, no dry season, hot summer  ",./1.png
-47.959266,-23.076071,"445","445",6665,Brazil,BRAZ 1842,0,0,,CATETO,-23.076071,-47.959266,515,"Temperate, no dry season, hot summer  ",./1.png
-48.9338509999999,-20.513843,"446","446",6678,Brazil,BRAZ 1884,0,0,,CATETO PALHA ROXA,-20.513843,-48.933851,461,"Tropical, savannah",./1.png
-45.2166666699999,-22.81666667,"447","447",6692,Brazil,BRAZ 1978,0,0,,CATETO,-22.81666667,-45.21666667,527,"Tropical, savannah",./1.png
-45.2166666699999,-22.81666667,"448","448",6695,Brazil,BRAZ 1982,0,0,,CATETO P. ROXA,-22.81666667,-45.21666667,527,"Tropical, savannah",./1.png
-45.223335,-22.843286,"449","449",6696,Brazil,BRAZ 1983,0,0,,CATETO S.ROXO,-22.843286,-45.223335,580,"Tropical, savannah",./1.png
-47.959266,-23.076071,"450","450",6700,Brazil,BRAZ 2017,0,0,,CRISTAL,-23.076071,-47.959266,515,"Temperate, no dry season, hot summer  ",./1.png
-41.05,-21.63333333,"451","451",6702,Brazil,BRAZ 2032,0,0,,CATETO,-21.63333333,-41.05,3,"Tropical, savannah",./1.png
-57.2778969999999,-34.341302,"452","452",6718,Uruguay,URUG 672,0,0,,COLORADO AMARILLO,-34.341302,-57.277897,30,"Temperate, no dry season, hot summer  ",./1.png
-108.3833333,28.2,"453","453",6791,Mexico,CHIH 174,0,0,,BOLA,28.2,-108.3833333,1886,"Temperate, dry winter, warm summer    ",./1.png
-106.35,26.9666666700001,"454","454",6810,Mexico,CHIH 194,0,0,,DULCE,26.96666667,-106.35,1563,"Arid, steppe, cold                    ",./1.png
-106.95,26.0333333300001,"455","455",6855,Mexico,CHIH 246,0,0,,BLANDO CREMA,26.03333333,-106.95,2586,"Temperate, dry winter, warm summer    ",./1.png
-107.305103,28.4927740000001,"456","456",6863,Mexico,CHIH 255,0,0,,AZUL,28.492774,-107.305103,2108,"Arid, steppe, cold                    ",./1.png
-104.393881,23.4808320000001,"457","457",6919,Mexico,DURA 193,0,0,,PRIETO,23.480832,-104.393881,1406,"Temperate, dry winter, warm summer    ",./1.png
-103.25,22.11666667,"458","458",6949,Mexico,JALI 304,0,0,,DULCE,22.11666667,-103.25,1701,"Arid, steppe, cold                    ",./1.png
-103.25,22.11666667,"459","459",6952,Mexico,JALI 307,0,0,,DE COLOR,22.11666667,-103.25,1701,"Arid, steppe, cold                    ",./1.png
-104.129818,21.3863170000001,"460","460",6961,Mexico,NAYA 198,0,0,,AMARILLO DE OCHO,21.386317,-104.129818,1281,"Tropical, savannah",./1.png
-103.566312,22.790665,"461","461",6976,Mexico,ZACA 174,0,0,,DULCE,22.790665,-103.566312,1939,"Arid, steppe, cold                    ",./1.png
-103.566312,22.790665,"462","462",6980,Mexico,ZACA 178,0,0,,DE HUMEDAD,22.790665,-103.566312,1939,"Arid, steppe, cold                    ",./1.png
-103.3,21.7833333300001,"463","463",6992,Mexico,ZACA 193,0,0,,,21.78333333,-103.3,1689,"Temperate, dry winter, warm summer    ",./1.png
-105.3333333,20.3166666700001,"464","464",7014,Mexico,JALI 275,0,0,,ORO,20.31666667,-105.3333333,655,"Tropical, savannah",./1.png
-105.3333333,20.3166666700001,"465","465",7022,Mexico,JALI 284,0,0,,PINTO,20.31666667,-105.3333333,655,"Tropical, savannah",./1.png
-105.2166667,21.1,"466","466",7029,Mexico,NAYA 152,0,0,,,21.1,-105.2166667,4,"Tropical, savannah",./1.png
-105.1833333,20.8166666700001,"467","467",7041,Mexico,NAYA 165,0,0,,TABASQUENO,20.81666667,-105.1833333,31,"Tropical, savannah",./1.png
-104.4666667,21.0333333300001,"468","468",7065,Mexico,NAYA 205,0,0,,HUETECO,21.03333333,-104.4666667,1023,"Tropical, savannah",./1.png
-104.8833333,21.7166666700001,"469","469",7071,Mexico,NAYA 215,0,0,,COLORADO,21.71666667,-104.8833333,177,"Tropical, savannah",./1.png
-105.3333333,22.65,"470","470",7084,Mexico,NAYA 234,0,0,,REVENTADOR AMARILLO,22.65,-105.3333333,131,"Tropical, savannah",./1.png
-105.3333333,22.65,"471","471",7087,Mexico,NAYA 239,0,0,,SERRANO AMARILLO,22.65,-105.3333333,131,"Tropical, savannah",./1.png
-105.3333333,22.65,"472","472",7088,Mexico,NAYA 240,0,0,,SERRANO BLANCO,22.65,-105.3333333,131,"Tropical, savannah",./1.png
-104.35,21.11666667,"473","473",7094,Mexico,NAYA 267,0,0,,HIBRIDO,21.11666667,-104.35,1918,"Tropical, savannah",./1.png
-104.499597,22.5132810000001,"474","474",7095,Mexico,NAYA 268,0,0,,HIBRIDO NEGRO,22.513281,-104.499597,570,"Temperate, dry winter, warm summer    ",./1.png
-104.499597,22.5132810000001,"475","475",7098,Mexico,NAYA 271,0,0,,,22.513281,-104.499597,570,"Temperate, dry winter, warm summer    ",./1.png
